Column1,link,rx_fcserrors,admin_status,rx_packets,tx_packets,poe_status,poe_power,auto_negotiation_status,time
802,FALSE,967,TRUE,0,167,TRUE,10.4,incomplete,2019-12-05T14:38
803,FALSE,1,TRUE,0,17,TRUE,9.6,incomplete,2019-12-05T14:39
804,TRUE,0,TRUE,0,13,TRUE,11.2,complete,2019-12-05T14:40
805,TRUE,176,TRUE,0,20,TRUE,10.8,complete,2019-12-05T14:41
806,FALSE,2366,TRUE,0,209,TRUE,10.6,incomplete,2019-12-05T14:42
807,FALSE,0,TRUE,0,16,TRUE,9.8,complete,2019-12-05T14:43
808,FALSE,1,TRUE,0,16,TRUE,10.6,incomplete,2019-12-05T14:44
809,FALSE,0,TRUE,0,15,TRUE,10,complete,2019-12-05T14:45
810,FALSE,0,TRUE,0,6,TRUE,11.6,complete,2019-12-05T14:46
811,TRUE,5144,TRUE,0,582,TRUE,10,complete,2019-12-05T14:47
812,FALSE,4757,TRUE,0,920,TRUE,10,incomplete,2019-12-05T14:48
813,FALSE,10,TRUE,0,54,TRUE,9.4,incomplete,2019-12-05T14:49
814,TRUE,0,TRUE,0,19,TRUE,10.6,complete,2019-12-05T14:50
815,TRUE,3770,TRUE,0,234,TRUE,11.4,complete,2019-12-05T14:51
816,FALSE,1534,TRUE,0,191,TRUE,10,complete,2019-12-05T14:52
817,TRUE,0,TRUE,0,11,TRUE,10,complete,2019-12-05T14:53
818,TRUE,1494,TRUE,0,29,TRUE,9.8,complete,2019-12-05T14:54
819,FALSE,1039,TRUE,0,76,TRUE,10.6,complete,2019-12-05T14:55
820,TRUE,2819,TRUE,0,230,TRUE,9.2,complete,2019-12-05T14:56
821,FALSE,4891,TRUE,0,692,TRUE,9.6,complete,2019-12-05T14:57
822,TRUE,83,TRUE,0,16,TRUE,9.6,complete,2019-12-05T14:58
823,FALSE,4188,TRUE,0,652,TRUE,9.6,complete,2019-12-05T14:59
824,TRUE,5013,TRUE,0,769,TRUE,10.2,complete,2019-12-05T15:00
825,TRUE,4343,TRUE,0,604,TRUE,10.8,complete,2019-12-05T15:01
826,FALSE,1299,TRUE,0,256,TRUE,10,incomplete,2019-12-05T15:02
827,TRUE,0,TRUE,0,15,TRUE,11,complete,2019-12-05T15:03
828,TRUE,2539,TRUE,0,47,TRUE,10.2,complete,2019-12-05T15:04
829,TRUE,4882,TRUE,0,350,TRUE,11,complete,2019-12-05T15:05
830,TRUE,5046,TRUE,0,1168,TRUE,9.4,complete,2019-12-05T15:06
831,FALSE,759,TRUE,0,20,TRUE,10.6,complete,2019-12-05T15:07
832,TRUE,3527,TRUE,0,471,TRUE,9.2,complete,2019-12-05T15:08
833,FALSE,163,TRUE,0,138,TRUE,9.6,complete,2019-12-05T15:09
834,TRUE,4425,TRUE,0,601,TRUE,9.8,complete,2019-12-05T15:10
835,TRUE,5606,TRUE,0,1061,TRUE,10.2,complete,2019-12-05T15:11
836,TRUE,4065,TRUE,0,273,TRUE,9.8,complete,2019-12-05T15:12
837,TRUE,4828,TRUE,0,1017,TRUE,9.8,complete,2019-12-05T15:13
838,FALSE,2442,TRUE,0,29,TRUE,9.4,incomplete,2019-12-05T15:14
839,TRUE,4376,TRUE,0,157,TRUE,9.4,complete,2019-12-05T15:15
840,TRUE,4910,TRUE,0,441,TRUE,9.4,complete,2019-12-05T15:16
841,TRUE,5456,TRUE,0,652,TRUE,10.2,complete,2019-12-05T15:17
842,TRUE,4495,TRUE,0,647,TRUE,9.4,complete,2019-12-05T15:18
843,TRUE,4720,TRUE,0,212,TRUE,9.8,complete,2019-12-05T15:19
844,TRUE,5223,TRUE,0,723,TRUE,10.6,incomplete,2019-12-05T15:20
845,TRUE,5124,TRUE,0,750,TRUE,9.2,complete,2019-12-05T15:21
846,FALSE,4076,TRUE,0,509,TRUE,10.6,incomplete,2019-12-05T15:22
847,TRUE,5442,TRUE,0,735,TRUE,10.4,complete,2019-12-05T15:23
848,TRUE,5414,TRUE,0,1000,TRUE,9.8,complete,2019-12-05T15:24
849,FALSE,19005,TRUE,0,2349,TRUE,10.8,complete,2019-12-05T15:28
850,FALSE,2963,TRUE,0,30,TRUE,10,complete,2019-12-05T15:29
851,TRUE,4600,TRUE,0,34,TRUE,10.6,complete,2019-12-05T15:30
852,TRUE,4305,TRUE,0,85,TRUE,11.2,complete,2019-12-05T15:31
853,TRUE,3139,TRUE,0,30,TRUE,9.2,complete,2019-12-05T15:32
854,TRUE,5194,TRUE,0,685,TRUE,10.2,complete,2019-12-05T15:33
855,TRUE,5119,TRUE,0,389,TRUE,9.2,complete,2019-12-05T15:34
856,TRUE,4378,TRUE,0,245,TRUE,9.6,complete,2019-12-05T15:35
857,TRUE,4817,TRUE,0,1368,TRUE,9.4,complete,2019-12-05T15:36
858,TRUE,4290,TRUE,0,358,TRUE,9.6,complete,2019-12-05T15:37
859,TRUE,4145,TRUE,0,305,TRUE,9.6,complete,2019-12-05T15:38
860,FALSE,2668,TRUE,0,543,TRUE,10,complete,2019-12-05T15:39
861,FALSE,3915,TRUE,0,257,TRUE,10.2,complete,2019-12-05T15:40
862,TRUE,3266,TRUE,0,111,TRUE,10,complete,2019-12-05T15:41
863,FALSE,3477,TRUE,0,87,TRUE,9.4,complete,2019-12-05T15:42
864,TRUE,2293,TRUE,0,24,TRUE,9.2,complete,2019-12-05T15:43
865,TRUE,2517,TRUE,0,26,TRUE,10.6,complete,2019-12-05T15:44
866,FALSE,1648,TRUE,0,17,TRUE,10,complete,2019-12-05T15:45
867,FALSE,0,TRUE,0,15,TRUE,10.4,complete,2019-12-05T15:46
868,FALSE,1549,TRUE,0,38,TRUE,10.8,complete,2019-12-05T15:47
869,FALSE,0,TRUE,0,13,TRUE,9.4,complete,2019-12-05T15:48
870,TRUE,240,TRUE,0,19,TRUE,9.4,incomplete,2019-12-05T15:49
871,FALSE,463,TRUE,0,21,TRUE,9.6,complete,2019-12-05T15:50
872,FALSE,166,TRUE,0,12,TRUE,11,incomplete,2019-12-05T15:51
873,FALSE,0,TRUE,0,9,TRUE,9.4,complete,2019-12-05T15:52
874,FALSE,0,TRUE,0,18,TRUE,10,complete,2019-12-05T15:53
875,FALSE,30,TRUE,0,16,TRUE,9.4,incomplete,2019-12-05T15:54
876,FALSE,443,TRUE,0,22,TRUE,10.2,incomplete,2019-12-05T15:55
877,FALSE,0,TRUE,0,17,TRUE,9.4,complete,2019-12-05T15:56
878,FALSE,0,TRUE,0,8,TRUE,9.2,incomplete,2019-12-05T15:57
879,FALSE,0,TRUE,0,22,TRUE,9.4,complete,2019-12-05T15:58
880,TRUE,293,TRUE,0,19,TRUE,9.2,complete,2019-12-05T15:59
881,FALSE,0,TRUE,0,13,TRUE,9.4,complete,2019-12-05T16:00
882,FALSE,0,TRUE,0,19,TRUE,9.8,complete,2019-12-05T16:01
883,TRUE,0,TRUE,0,19,TRUE,10.6,complete,2019-12-05T16:02
884,TRUE,264,TRUE,0,23,TRUE,9.4,complete,2019-12-05T16:03
885,FALSE,733,TRUE,0,18,TRUE,10.4,complete,2019-12-05T16:04
886,TRUE,0,TRUE,0,21,TRUE,9.4,complete,2019-12-05T16:05
887,FALSE,0,TRUE,0,16,TRUE,10,complete,2019-12-05T16:06
888,FALSE,0,TRUE,0,24,TRUE,9.4,complete,2019-12-05T16:07
889,FALSE,451,TRUE,0,17,TRUE,9.8,complete,2019-12-05T16:08
890,FALSE,243,TRUE,0,17,TRUE,9.4,incomplete,2019-12-05T16:09
891,FALSE,0,TRUE,0,18,TRUE,10.6,incomplete,2019-12-05T16:10
892,FALSE,0,TRUE,0,11,TRUE,9.6,incomplete,2019-12-05T16:11
893,FALSE,504,TRUE,0,24,TRUE,10.2,complete,2019-12-05T16:12
894,TRUE,261,TRUE,0,15,TRUE,10,complete,2019-12-05T16:13
895,FALSE,0,TRUE,0,19,TRUE,9.2,complete,2019-12-05T16:14
896,TRUE,245,TRUE,0,18,TRUE,9.6,complete,2019-12-05T16:15
897,FALSE,490,TRUE,0,21,TRUE,9.6,complete,2019-12-05T16:16
898,FALSE,0,TRUE,0,16,TRUE,9.6,incomplete,2019-12-05T16:17
899,FALSE,0,TRUE,0,12,TRUE,10,incomplete,2019-12-05T16:18
900,FALSE,0,TRUE,0,4,TRUE,9.4,complete,2019-12-05T16:19
901,FALSE,732,TRUE,0,20,TRUE,9.4,incomplete,2019-12-05T16:20
902,FALSE,0,TRUE,0,21,TRUE,10.6,complete,2019-12-05T16:21
903,FALSE,0,TRUE,0,18,TRUE,9.4,incomplete,2019-12-05T16:22
904,FALSE,130,TRUE,0,15,TRUE,10.2,incomplete,2019-12-05T16:23
905,FALSE,0,TRUE,0,11,TRUE,9.6,complete,2019-12-05T16:24
906,FALSE,0,TRUE,0,19,TRUE,9.4,complete,2019-12-05T16:25
907,FALSE,65,TRUE,0,68,TRUE,9.2,complete,2019-12-05T16:29
908,FALSE,0,TRUE,0,12,TRUE,9.6,incomplete,2019-12-05T16:30
909,TRUE,238,TRUE,0,24,TRUE,9.6,incomplete,2019-12-05T16:31
910,TRUE,170,TRUE,0,18,TRUE,9.4,complete,2019-12-05T16:32
911,FALSE,0,TRUE,0,19,TRUE,9.6,complete,2019-12-05T16:33
912,TRUE,0,TRUE,0,16,TRUE,9.6,complete,2019-12-05T16:34
913,FALSE,0,TRUE,0,13,TRUE,10.2,incomplete,2019-12-05T16:35
914,FALSE,0,TRUE,0,5,TRUE,9.4,complete,2019-12-05T16:36
915,FALSE,0,TRUE,0,21,TRUE,9.4,complete,2019-12-05T16:37
916,TRUE,0,TRUE,0,22,TRUE,9.4,complete,2019-12-05T16:38
917,FALSE,330,TRUE,0,25,TRUE,9.8,complete,2019-12-05T16:39
918,FALSE,547,TRUE,0,19,TRUE,10.4,complete,2019-12-05T16:40
919,FALSE,0,TRUE,0,11,TRUE,10.8,incomplete,2019-12-05T16:41
920,FALSE,0,TRUE,0,16,TRUE,10.2,complete,2019-12-05T16:42
921,FALSE,270,TRUE,0,19,TRUE,10.6,incomplete,2019-12-05T16:43
922,FALSE,0,TRUE,0,15,TRUE,10.2,complete,2019-12-05T16:44
923,TRUE,227,TRUE,0,18,TRUE,10.2,complete,2019-12-05T16:45
924,FALSE,233,TRUE,0,22,TRUE,9.4,complete,2019-12-05T16:46
925,FALSE,269,TRUE,0,20,TRUE,9.2,complete,2019-12-05T16:47
926,FALSE,260,TRUE,0,17,TRUE,9.6,complete,2019-12-05T16:48
927,FALSE,516,TRUE,0,23,TRUE,10.4,complete,2019-12-05T16:49
928,FALSE,187,TRUE,0,16,TRUE,9.6,complete,2019-12-05T16:50
929,TRUE,0,TRUE,0,21,TRUE,9.8,incomplete,2019-12-05T16:51
930,FALSE,255,TRUE,0,11,TRUE,9.8,complete,2019-12-05T16:52
931,FALSE,483,TRUE,0,27,TRUE,9.4,incomplete,2019-12-05T16:53
932,FALSE,0,TRUE,0,13,TRUE,10.2,incomplete,2019-12-05T16:54
933,TRUE,0,TRUE,0,14,TRUE,9.4,complete,2019-12-05T16:55
934,FALSE,42,TRUE,0,21,TRUE,9.8,incomplete,2019-12-05T16:56
935,TRUE,0,TRUE,0,19,TRUE,9.4,complete,2019-12-05T16:57
936,FALSE,242,TRUE,0,24,TRUE,10.2,incomplete,2019-12-05T16:58
937,FALSE,498,TRUE,0,13,TRUE,9.6,incomplete,2019-12-05T16:59
938,FALSE,0,TRUE,0,14,TRUE,10,complete,2019-12-05T17:00
939,FALSE,0,TRUE,0,12,TRUE,9.4,incomplete,2019-12-05T17:01
940,FALSE,2546,TRUE,0,111,TRUE,9.8,complete,2019-12-05T17:02
941,FALSE,2671,TRUE,0,160,TRUE,10.8,incomplete,2019-12-05T17:03
942,FALSE,982,TRUE,0,25,TRUE,10,incomplete,2019-12-05T17:04
943,TRUE,3559,TRUE,0,756,TRUE,9.2,complete,2019-12-05T17:05
944,TRUE,4522,TRUE,0,1309,TRUE,11,incomplete,2019-12-05T17:06
945,FALSE,1059,TRUE,0,14,TRUE,10.2,incomplete,2019-12-05T17:07
946,FALSE,514,TRUE,0,13,TRUE,10.8,complete,2019-12-05T17:08
947,TRUE,0,TRUE,0,30,TRUE,9.6,complete,2019-12-05T17:09
948,FALSE,0,TRUE,0,17,TRUE,10.6,complete,2019-12-05T17:10
949,FALSE,489,TRUE,0,19,TRUE,10.4,incomplete,2019-12-05T17:11
950,FALSE,468,TRUE,0,25,TRUE,11.2,incomplete,2019-12-05T17:12
951,FALSE,0,TRUE,0,15,TRUE,9.4,incomplete,2019-12-05T17:13
952,TRUE,2556,TRUE,0,28,TRUE,10.2,complete,2019-12-05T17:14
953,FALSE,2075,TRUE,0,222,TRUE,9.6,complete,2019-12-05T17:15
954,TRUE,1960,TRUE,0,26,TRUE,9.4,complete,2019-12-05T17:16
955,TRUE,2880,TRUE,0,215,TRUE,9.6,complete,2019-12-05T17:17
956,FALSE,3334,TRUE,0,531,TRUE,11,incomplete,2019-12-05T17:18
957,FALSE,456,TRUE,0,21,TRUE,9.4,complete,2019-12-05T17:19
958,TRUE,920,TRUE,0,25,TRUE,10,complete,2019-12-05T17:20
959,FALSE,1944,TRUE,0,399,TRUE,9.2,incomplete,2019-12-05T17:21
960,FALSE,783,TRUE,0,21,TRUE,9.8,complete,2019-12-05T17:22
961,FALSE,0,TRUE,0,9,TRUE,10,complete,2019-12-05T17:23
962,FALSE,0,TRUE,0,26,TRUE,10.2,incomplete,2019-12-05T17:24
963,TRUE,2165,TRUE,0,150,TRUE,9.6,complete,2019-12-05T17:25
964,TRUE,9535,TRUE,0,2325,TRUE,10,complete,2019-12-05T17:29
965,TRUE,3552,TRUE,0,35,TRUE,9.4,complete,2019-12-05T17:30
966,TRUE,2684,TRUE,0,30,TRUE,9.6,complete,2019-12-05T17:31
967,TRUE,4877,TRUE,0,1492,TRUE,10.4,complete,2019-12-05T17:32
968,TRUE,4072,TRUE,0,1080,TRUE,10.2,complete,2019-12-05T17:33
969,TRUE,3974,TRUE,0,448,TRUE,11.2,complete,2019-12-05T17:34
970,FALSE,3590,TRUE,0,475,TRUE,9.6,complete,2019-12-05T17:35
971,TRUE,2799,TRUE,0,41,TRUE,10.6,complete,2019-12-05T17:36
972,TRUE,5415,TRUE,0,1131,TRUE,9.8,complete,2019-12-05T17:37
973,TRUE,4492,TRUE,0,846,TRUE,10.2,complete,2019-12-05T17:38
974,TRUE,5091,TRUE,0,779,TRUE,9.4,complete,2019-12-05T17:39
975,TRUE,3685,TRUE,0,214,TRUE,10,complete,2019-12-05T17:40
976,FALSE,3053,TRUE,0,36,TRUE,10.6,complete,2019-12-05T17:41
977,TRUE,5105,TRUE,0,918,TRUE,10.6,complete,2019-12-05T17:42
978,TRUE,3860,TRUE,0,737,TRUE,9.6,complete,2019-12-05T17:43
979,TRUE,5074,TRUE,0,1520,TRUE,9.4,complete,2019-12-05T17:44
980,FALSE,5397,TRUE,0,1974,TRUE,10.6,complete,2019-12-05T17:45
981,TRUE,4743,TRUE,0,350,TRUE,9.6,complete,2019-12-05T17:46
982,TRUE,4126,TRUE,0,276,TRUE,11.2,complete,2019-12-05T17:47
983,TRUE,5337,TRUE,0,718,TRUE,9.6,complete,2019-12-05T17:48
984,TRUE,5131,TRUE,0,661,TRUE,9.6,complete,2019-12-05T17:49
985,TRUE,4959,TRUE,0,402,TRUE,10,complete,2019-12-05T17:50
986,TRUE,5165,TRUE,0,844,TRUE,10.4,complete,2019-12-05T17:51
987,TRUE,5248,TRUE,0,1123,TRUE,9.4,complete,2019-12-05T17:52
988,FALSE,5270,TRUE,0,1302,TRUE,10.2,complete,2019-12-05T17:53
989,TRUE,4615,TRUE,0,361,TRUE,10.6,complete,2019-12-05T17:54
990,FALSE,3921,TRUE,0,160,TRUE,11.4,complete,2019-12-05T17:55
991,FALSE,3556,TRUE,0,30,TRUE,9.4,complete,2019-12-05T17:56
992,FALSE,4555,TRUE,0,631,TRUE,9.8,complete,2019-12-05T17:57
993,FALSE,5042,TRUE,0,607,TRUE,9.6,complete,2019-12-05T17:58
994,TRUE,4492,TRUE,0,155,TRUE,9.4,complete,2019-12-05T17:59
995,TRUE,4755,TRUE,0,866,TRUE,10.4,complete,2019-12-05T18:00
996,TRUE,5257,TRUE,0,1715,TRUE,10.2,complete,2019-12-05T18:01
997,TRUE,4289,TRUE,0,719,TRUE,9.2,complete,2019-12-05T18:02
998,TRUE,4403,TRUE,0,953,TRUE,9.4,complete,2019-12-05T18:03
999,TRUE,5156,TRUE,0,935,TRUE,10.8,complete,2019-12-05T18:04
1000,TRUE,3821,TRUE,0,32,TRUE,9.6,complete,2019-12-05T18:05
1001,TRUE,5526,TRUE,0,2171,TRUE,10.6,complete,2019-12-05T18:06
1002,TRUE,5118,TRUE,0,795,TRUE,9.6,complete,2019-12-05T18:07
1003,TRUE,3635,TRUE,0,29,TRUE,9.2,complete,2019-12-05T18:08
1004,TRUE,4540,TRUE,0,34,TRUE,9.6,complete,2019-12-05T18:09
1005,TRUE,4632,TRUE,0,806,TRUE,10.4,complete,2019-12-05T18:10
1006,FALSE,4310,TRUE,0,510,TRUE,11.2,incomplete,2019-12-05T18:11
1007,TRUE,4275,TRUE,0,31,TRUE,9.2,complete,2019-12-05T18:12
1008,TRUE,3995,TRUE,0,421,TRUE,10.4,complete,2019-12-05T18:13
1009,FALSE,610,TRUE,0,168,TRUE,10.4,complete,2019-12-05T18:14
1010,FALSE,0,TRUE,0,0,TRUE,9.4,complete,2019-12-05T18:15
1011,FALSE,0,TRUE,0,0,TRUE,10,complete,2019-12-05T18:16
1012,FALSE,0,TRUE,0,0,TRUE,11,complete,2019-12-05T18:17
1013,FALSE,0,TRUE,0,0,TRUE,9.4,complete,2019-12-05T18:18
1014,FALSE,0,TRUE,0,0,TRUE,10.8,complete,2019-12-05T18:19
1015,FALSE,0,TRUE,0,0,TRUE,10.2,complete,2019-12-05T18:20
1016,FALSE,0,TRUE,0,0,TRUE,9.6,complete,2019-12-05T18:21
1017,FALSE,0,TRUE,0,0,TRUE,9.4,complete,2019-12-05T18:22
1018,FALSE,0,TRUE,0,0,TRUE,9.8,complete,2019-12-05T18:23
1019,FALSE,0,TRUE,0,0,TRUE,11,complete,2019-12-05T18:24
1020,FALSE,0,TRUE,0,0,TRUE,10,complete,2019-12-05T18:25
1021,FALSE,0,TRUE,0,0,TRUE,10,complete,2019-12-05T18:29
1022,FALSE,0,TRUE,0,0,TRUE,9.4,complete,2019-12-05T18:30
1023,FALSE,0,TRUE,0,0,TRUE,10.2,complete,2019-12-05T18:31
1024,FALSE,0,TRUE,0,0,TRUE,9.4,complete,2019-12-05T18:32
1025,FALSE,0,TRUE,0,0,TRUE,10.6,complete,2019-12-05T18:33
1026,FALSE,0,TRUE,0,0,TRUE,9.6,complete,2019-12-05T18:34
1027,FALSE,0,TRUE,0,0,TRUE,10,complete,2019-12-05T18:35
1028,FALSE,0,TRUE,0,0,TRUE,9.2,complete,2019-12-05T18:36
1029,FALSE,0,TRUE,0,0,TRUE,9.8,complete,2019-12-05T18:37
1030,FALSE,0,TRUE,0,0,TRUE,9.6,complete,2019-12-05T18:38
1031,FALSE,0,TRUE,0,0,TRUE,9.2,complete,2019-12-05T18:39
1032,FALSE,0,TRUE,0,0,TRUE,11.2,complete,2019-12-05T18:40
1033,FALSE,0,TRUE,0,0,TRUE,9.6,complete,2019-12-05T18:41
1034,FALSE,0,TRUE,0,0,TRUE,9.6,complete,2019-12-05T18:42
1035,FALSE,0,TRUE,0,0,TRUE,9.4,complete,2019-12-05T18:43
1036,FALSE,0,TRUE,0,0,TRUE,10.2,complete,2019-12-05T18:44
1037,FALSE,0,TRUE,0,0,TRUE,10.8,complete,2019-12-05T18:45
1038,FALSE,0,TRUE,0,0,TRUE,9.6,complete,2019-12-05T18:46
1039,FALSE,0,TRUE,0,0,TRUE,9.4,complete,2019-12-05T18:47
1040,FALSE,0,TRUE,0,0,TRUE,10.4,complete,2019-12-05T18:48
1041,FALSE,0,TRUE,0,0,TRUE,9.4,complete,2019-12-05T18:49
1042,FALSE,0,TRUE,0,0,TRUE,10.4,complete,2019-12-05T18:50
1043,FALSE,0,TRUE,0,0,TRUE,9.2,complete,2019-12-05T18:51
1044,FALSE,0,TRUE,0,0,TRUE,9.6,complete,2019-12-05T18:52
1045,FALSE,0,TRUE,0,0,TRUE,9.4,complete,2019-12-05T18:53
1046,FALSE,0,TRUE,0,0,TRUE,9.2,complete,2019-12-05T18:54
1047,FALSE,0,TRUE,0,0,TRUE,10.2,complete,2019-12-05T18:55
1048,FALSE,0,TRUE,0,0,TRUE,9.6,complete,2019-12-05T18:56
1049,FALSE,0,TRUE,0,0,TRUE,10.6,complete,2019-12-05T18:57
1050,FALSE,0,TRUE,0,0,TRUE,9.4,complete,2019-12-05T18:58
1051,FALSE,0,TRUE,0,0,TRUE,9.6,complete,2019-12-05T18:59
1052,FALSE,0,TRUE,0,0,TRUE,10,complete,2019-12-05T19:00
1053,FALSE,0,TRUE,0,0,TRUE,9.8,complete,2019-12-05T19:01
1054,FALSE,0,TRUE,0,0,TRUE,11.2,complete,2019-12-05T19:02
1055,FALSE,0,TRUE,0,0,TRUE,9.2,complete,2019-12-05T19:03
1056,FALSE,0,TRUE,0,0,TRUE,10,complete,2019-12-05T19:04
1057,FALSE,0,TRUE,0,0,TRUE,9.6,complete,2019-12-05T19:05
1058,FALSE,0,TRUE,0,0,TRUE,10.2,complete,2019-12-05T19:06
1059,FALSE,0,TRUE,0,0,TRUE,9.4,complete,2019-12-05T19:07
1060,FALSE,0,TRUE,0,0,TRUE,9.4,complete,2019-12-05T19:08
1061,FALSE,0,TRUE,0,0,TRUE,10.2,complete,2019-12-05T19:09
1062,FALSE,0,TRUE,0,0,TRUE,9.4,complete,2019-12-05T19:10
1063,FALSE,0,TRUE,0,0,TRUE,10.6,complete,2019-12-05T19:11
1064,FALSE,0,TRUE,0,0,TRUE,9.4,complete,2019-12-05T19:12
1065,FALSE,0,TRUE,0,0,TRUE,11,complete,2019-12-05T19:13
1066,FALSE,0,TRUE,0,0,TRUE,9.4,complete,2019-12-05T19:14
1067,FALSE,0,TRUE,0,0,TRUE,9.6,complete,2019-12-05T19:15
1068,FALSE,0,TRUE,0,0,TRUE,9.4,complete,2019-12-05T19:16
